date,link,text,price,images,description,place
2019-09-13 03:42,https://gainesville.craigslist.org/mob/d/gainesville-iphone-space-grey-64gb/6977592451.html,iPhone X Space Grey 64GB,$450,,"
        ,
Apple iPhone X. Space grey Edition. 64GB memory and has been updated to run the latest IOS Software. It has a clean IMEI and the iCloud is also unlocked for all phone servers. The iPhone X itself has absolutely NO CRACKS, DENTS OR SCRATCHES at all. It looks brand new.The phone runs fast, charges well and has an amazing battery life. Please feel free to call or text to ask any questions. I am putting it up for a great deal at $450 CASH. Please note that I only meet up in person at a public place and accept only cash payments as a safety precaution.,
Thank you!!!,
Text or call Jon at  ,
    "," (Gainesville,FL)"
2019-09-13 01:01,https://gainesville.craigslist.org/fuo/d/high-springs-sleeper-sofa-loveseat/6977573498.html,Sleeper Sofa & Loveseat,$600,"https://images.craigslist.org/00W0W_b7HnNW4lMnr_600x450.jpg,https://images.craigslist.org/00K0K_dy5ltSLq24k_600x450.jpg,https://images.craigslist.org/00101_2r1d97Wzyc0_600x450.jpg,https://images.craigslist.org/00x0x_9OI2yJOHspZ_600x450.jpg,https://images.craigslist.org/01111_6bomrCWAZmk_600x450.jpg","
        ,
Estate Sale:Plush, comfy sleeper sofa and matching loveseat. Sleeper mattress has never been used, still wrapped in plastic. Kept in non-smoking home, with dogs but had furniture covers. Excellent condition except one hole on front corner of sofa that needs a patch. Home located near Exit 414 in Ellisville    ", (High Springs/Ellisville)
2019-09-13 02:43,https://gainesville.craigslist.org/fuo/d/gainesville-multiple-housing-items/6977590427.html,Multiple housing items,$1,,"
        ,
I have a list of things I'd like to sell before I move. If you have any questions feel free to email me.,
,
Coffee table,
Tea kettle,
Dishes,
Bedside table,
Office desk,
Office desk chair,
Hanging wall mirrors,
Brand new cooler,
Brand New small grill with two small propane tanks,
Small gas can,
Size three to five dresses both casual / dressy / summer / winter    ","
        ("
2019-09-13 05:28,https://gainesville.craigslist.org/for/d/micanopy-wood-live-edge-rough-sawn/6977606474.html,"WOOD, LIVE EDGE, Rough Sawn",$0,"https://images.craigslist.org/00S0S_93TyU7yMbPk_600x450.jpg,https://images.craigslist.org/00o0o_5rRjN502BT_600x450.jpg,https://images.craigslist.org/00g0g_bt5w8UKFlNC_600x450.jpg,https://images.craigslist.org/00V0V_fU3FjBpYnYD_600x450.jpg,https://images.craigslist.org/00N0N_78IEhzzIPpq_600x450.jpg,https://images.craigslist.org/00A0A_bgGWSN1OT2M_600x450.jpg,https://images.craigslist.org/00X0X_8RqTVTRYpa4_600x450.jpg,https://images.craigslist.org/01111_gTbEk0yv3gV_600x450.jpg,https://images.craigslist.org/01717_bhfEZu22hNy_600x450.jpg,https://images.craigslist.org/00D0D_kyqjOB1k8QI_600x450.jpg,https://images.craigslist.org/00d0d_cw8YI82wwOh_600x450.jpg,https://images.craigslist.org/00r0r_5uvCYXxnj8t_600x450.jpg,https://images.craigslist.org/00M0M_3iVxNHkCkAZ_600x450.jpg,https://images.craigslist.org/01414_lN31QtuqLwN_600x450.jpg,https://images.craigslist.org/00x0x_9hAdCoHFQA7_600x450.jpg,https://images.craigslist.org/00606_bg3i0phHLbY_600x450.jpg,https://images.craigslist.org/00808_5EdZNFPHi3g_600x450.jpg,https://images.craigslist.org/00C0C_fFxB9rsLUDn_600x450.jpg","
        ,
Wood slabs ,live edge, rough sawn, and lots and lots of them. Here are some pictures of what I milled yesterday. Old Growth Pine and Oak. Call any day from 8 AM to 6 PM at 352-three seven three-6078, PLEASE don't call after 7 PM as I have to get up very early every day. Thank You, Frank    ", (Gainesville)
2019-09-13 04:11,https://gainesville.craigslist.org/vgm/d/gainesville-super-mario-odyssey/6959119716.html,Super Mario Odyssey,$35,,"
        ,
For the Nintendo Switch, obviously.,
,
Physical game, comes with the case.,
,
Unable to travel terribly far.    ", (Santa Fe College)
2019-09-13 04:30,https://gainesville.craigslist.org/for/d/live-oak-smoker/6975367505.html,Smoker,$650,"https://images.craigslist.org/00C0C_81I1SxEPak5_600x450.jpg,https://images.craigslist.org/00y0y_bKkWYxSKLOj_600x450.jpg,https://images.craigslist.org/00Y0Y_2zXnUvfjnuT_600x450.jpg,https://images.craigslist.org/00p0p_k73BrObiaeJ_600x450.jpg,https://images.craigslist.org/00T0T_1lSDRzGBSr1_600x450.jpg,https://images.craigslist.org/00X0X_4BTjrQpvjlj_600x450.jpg","
        ,
Celebrate the arrival of football season with a new smoker. My two sons 13 and 17 have built two 120 gallon vertical smoker. The smokers have three racks that can be moved to six different levels. They have a large firebox in the bottom with a large damper and smoke stake also has a damper to enable you to have greater control over the heat.  Feel free to give us a call if you have any questions or would like to come out and pick one up.,
,
I am proud of my boys. Instead of sitting on the couch watching TV they set out on a project. A much bigger project than originally believed. They started with two 120 gallon LP tanks and finished with a nice pair of smokers. But the gained so much more. They built on their already strong work ethic, putting in sometimes 15 to 16 hour work days. They developed metal working skills to include but not limited to welding and using a cutting torch. They grew in independence as well as their ability to work as a team. ,
,
Thank you for looking at our add and we would greatly appreciate it if you passed it on so we can empty the shop and start on something new.,
    ", (Live Oak)
2019-09-13 05:15,https://gainesville.craigslist.org/grd/d/bronson-125ac-cleared-owner-financing/6974864278.html,1.25ac CLEARED Owner Financing NO CREDIT CHECK,$7500,"https://images.craigslist.org/00F0F_4CTGSz76Nm2_600x450.jpg,https://images.craigslist.org/00i0i_3GxFeFLLMsn_600x450.jpg","
        ,
$7500 Owner FINANCING or $7000 cash special,
Low monthly payment 100ish. No credit check. Low down payment, $1250 or more if you like. The higher the down payment the lower the monthly payment,
,
Vacant land lightly wooded, easy clear. ,
,
Call (954) 73six-87four8 if interested and will provide nearest address    ", (Bronson)
2019-09-13 05:30,https://gainesville.craigslist.org/grd/d/jasper-cows/6974005890.html,Cows,$0,"https://images.craigslist.org/00w0w_pIUcM9T90C_600x450.jpg,https://images.craigslist.org/00i0i_5dxEwMYsSwD_600x450.jpg,https://images.craigslist.org/00y0y_bzkKdrcqUCB_600x450.jpg","
        ,
Two cows, had first healthy calves back in the spring. Should be bred back by our black Hereford bull. 600.00 each,
,
Black Hereford bull for sale, four years old 1,200 ,
,
Can be sold together or separately,
,
If interested Please call  ,
. If no answer please leave your name and number and I'll get back to you as soon as possible    ", (JASPER)
2019-09-13 05:56,https://gainesville.craigslist.org/fuo/d/gainesville-computer-desk-solid-oak/6970093547.html,Computer Desk -Solid Oak,$19,"https://images.craigslist.org/00t0t_kfi6V6ARDtj_600x450.jpg,https://images.craigslist.org/00a0a_fTufPPJjLPf_600x450.jpg,https://images.craigslist.org/00606_Rhb6CHE56Z_600x450.jpg","
        ,
Solid oak. Good condition. Priced low for quick sale.    ", (Gainesville)
2019-09-13 06:00,https://gainesville.craigslist.org/fuo/d/gainesville-dining-table-6-chairs/6977610010.html,Dining Table 6 Chairs,$250,"https://images.craigslist.org/00a0a_9tix12EREBu_600x450.jpg,https://images.craigslist.org/00Q0Q_3bmF3UBHmrR_600x450.jpg,https://images.craigslist.org/00101_2C6JBbQyDsg_600x450.jpg,https://images.craigslist.org/00E0E_4ynu5oVHDIe_600x450.jpg,https://images.craigslist.org/00p0p_b6SMW4apzmp_600x450.jpg,https://images.craigslist.org/00s0s_gmyKqMIldtj_600x450.jpg,https://images.craigslist.org/00b0b_95yL9WDBRNF_600x450.jpg,https://images.craigslist.org/00u0u_iBbRE6sIA3q_600x450.jpg,https://images.craigslist.org/00y0y_2IqoEohoLhH_600x450.jpg","
        ,
Excellent condition. Leaf included.    "," (Gainesville, fl)"
2019-09-13 06:11,https://gainesville.craigslist.org/app/d/gainesville-frigidaire-70-pint/6977611212.html,Frigidaire 70-Pint Dehumidifier,$150,"https://images.craigslist.org/00L0L_bpr67sjxTAL_600x450.jpg,https://images.craigslist.org/00x0x_5J1omtddUW4_600x450.jpg,https://images.craigslist.org/00T0T_g9UzlU3Lk1f_600x450.jpg,https://images.craigslist.org/00y0y_9M44JvYZaRF_600x450.jpg,https://images.craigslist.org/00V0V_gj5W7mKHBDy_600x450.jpg,https://images.craigslist.org/00s0s_cZRE862IePL_600x450.jpg,https://images.craigslist.org/00X0X_cofni1GD2Fe_600x450.jpg,https://images.craigslist.org/00F0F_htiCIEGJLgO_600x450.jpg","
        ,
Frigidaire 70 Pint Dehumidifier- like new- excellent condition- retails for over $250- selling for $150 obo. Pictures show stock photos and actual unit (stock photos are present because I'm no photographer). Smoke-free home. Will deliver within Gainesville for additional $10. Please message for any additional details. Need gone. Thanks for viewing! ,
,
🚫NO VOICEMAIL CODES!!!🚫SERIOUS BUYERS ONLY- CASH ONLY AT TIME OF SALE    ", (Gainesville)
2019-09-13 06:43,https://gainesville.craigslist.org/pts/d/gainesville-lift-for-wheelchair-scooter/6977616299.html,LIFT for wheelchair / scooter  HEAVY DUTY motorized 4 Inside Vehicle,$650,"https://images.craigslist.org/00z0z_i6XM50ldgcu_600x450.jpg,https://images.craigslist.org/00c0c_5yWyBORA1QS_600x450.jpg,https://images.craigslist.org/00a0a_5HGq1VwUjPJ_600x450.jpg,https://images.craigslist.org/00202_4RjSr2coWc0_600x450.jpg,https://images.craigslist.org/00U0U_gagZD6r0cas_600x450.jpg,https://images.craigslist.org/00V0V_7pJ91GDXHEC_600x450.jpg,https://images.craigslist.org/00I0I_kKuqfU0hDsl_600x450.jpg,https://images.craigslist.org/00l0l_6NYsFBwCnO3_600x450.jpg","
        ,
Vehicle motorized LIFT. ,
LIFT Back Packer Plus (Pride Silver Star Lift and Ramps) $650. Local medical supplier can remove and/or install for approx $100 each service. Have videos of it working.  Wheelchair / scooter sold ,
,
Cash only - call  ,
. ,
CASH only. CALL IF SERIOUS  ,
. Comes from a non-smoking, no pet home (no kids either...). Located in Oak Crest, 10 min West of the oaks mall near I 75 at Newberry road    ", (Oak Crest / Gainesville Fl)
2019-09-13 06:44,https://gainesville.craigslist.org/fuo/d/gainesville-2-tropitone-barstools-tall/6977616469.html,2 TROPITONE *BARSTOOLS* tall swivel HEAVY duty - $150,$150,"https://images.craigslist.org/01212_c6ZwrbiBcz7_600x450.jpg,https://images.craigslist.org/00U0U_4U5ixfOe0Ah_600x450.jpg,https://images.craigslist.org/00u0u_fNp8Q8dowtE_600x450.jpg,https://images.craigslist.org/01010_7vz8XGve7hP_600x450.jpg,https://images.craigslist.org/00l0l_6NYsFBwCnO3_600x450.jpg","
        ,
2 super nice barstools. Cadillac version. Heavy duty too!,
Made by Tropitone. Purchased from greenery square ,
CASH only. CALL IF SERIOUS  ,
. Comes from a non-smoking, no pet home (no kids either...). Located in Oak Crest, 10 min West of the oaks mall    ", (Oak Crest / Gainesville Fl)
2019-09-13 06:49,https://gainesville.craigslist.org/grd/d/gainesville-pet-supplies-puppy-food/6977617232.html,"Pet supplies, puppy food",$1,"https://images.craigslist.org/01717_b5EudihV9oq_600x450.jpg,https://images.craigslist.org/00b0b_3TL2eqTsBvS_600x450.jpg,https://images.craigslist.org/00000_gHOKa03LgpM_600x450.jpg","
        ,
Two harnesses for small dog or puppy (size small) $ 3 each. One 18 lb unopened bag of Purina Puppy Chow; Chicken and Rice for $ 12, original price on Chewy is $ 38.48. I forgot to cancel autoship and puppy is a dog now.  All items in new or like new condition.    ", (Gainesville)
2019-09-13 06:49,https://gainesville.craigslist.org/tag/d/gainesville-ten-games-for-only-25/6977617335.html,Ten games for only $25,$25,"https://images.craigslist.org/00m0m_c324nEZs0SK_600x450.jpg,https://images.craigslist.org/00x0x_6gIi0Id0pDZ_600x450.jpg","
        ,
So much fun for less than the price of one game! Includes Clue, Harry Potter, Guesstures, Solar photography kit, Friends, Scene It, Twister, Scattergories, Cranium, and Conga.    ", (NW Gainesville)
2019-09-13 06:49,https://gainesville.craigslist.org/grd/d/fort-white-barrels-with-lids/6977617405.html,Barrels with Lids,$25,,"
        ,
Plastic and Steel Barrels with Removable Lids-rare-$25 each-text or call  ,
    ", (High Springs)
2019-09-13 06:49,https://gainesville.craigslist.org/art/d/gainesville-miscellaneous-box-of-decor/6977617401.html,Miscellaneous box of decor items,$5,,"
        ,
Entire box of small decor items plus large acrylic picture frame for $ 5.  Includes storage boxes, frames, vase, fans, fun stuff.  The acrylic frame is 24"" x 18"" and is great for collages.    ", (NW Gainesville)
2019-09-13 06:50,https://gainesville.craigslist.org/spo/d/gainesville-paint-ball-helmet/6977617599.html,Paint ball helmet,$15,"https://images.craigslist.org/00x0x_59dNDszkBK7_600x450.jpg,https://images.craigslist.org/00t0t_e8Eb8HFarn4_600x450.jpg","
        ,
Full face shield paintball helmet in great condition.  Very lightweight and adjustable.    ", (NW Gainesville)
2019-09-13 06:52,https://gainesville.craigslist.org/emd/d/gainesville-cd-tower-with-over-50-cds/6977617805.html,CD tower with over 50 cds,$30,,"
        ,
Black cd tower with over 50 cds.  Wide selection of pop, blues, rock, movie soundtracks, country, rap, comedy, Christmas music, etc.   Artist include Mariah Carey, Grateful Dead, Christina Aguilera, Buddy Holly, Rage Against the Machine, Linkin Park, Heart, Enya, Black-Eyed Peas, Backstreet Boys and more.    ", (NW Gainesville)
2019-09-13 06:53,https://gainesville.craigslist.org/fuo/d/bronson-bakers-rack-pantry-shelf/6962807995.html,Bakers rack/ pantry shelf,$50,,"
        ,
Like new bakers rack/pantry shelf real wood drawers.  $50 firm. Delivery is available.  Text John at  ,
    ", (Bronson)
2019-09-13 06:54,https://gainesville.craigslist.org/fuo/d/gainesville-dining-table-and-4-chairs/6966310416.html,Dining table and 4 chairs,$315,"https://images.craigslist.org/00H0H_gZINoQz5NUS_600x450.jpg,https://images.craigslist.org/00e0e_5SANsxTPuy6_600x450.jpg,https://images.craigslist.org/00D0D_hE6MccuqHKJ_600x450.jpg,https://images.craigslist.org/01313_e0iHcRgOn3Y_600x450.jpg,https://images.craigslist.org/01515_jqCsygKgh9e_600x450.jpg,https://images.craigslist.org/00W0W_lzkjGP5JLAD_600x450.jpg","
        ,
Round Dining table and 4 chairs-New condition-Coaster fine furniture- 40inch round top with pedestal base by 30inch height. (Top easily removes for transport).  4 dining chairs with faux suede fabric cushions-NO STAINS< CHIPS< SCRATCHES! ,
Part of an estate sale. Compare at over $600. call  ,
. Delivery available in Gainesville $25.00. I wont answer emails due to scammers/spammers. Cash only    ", (gainesville)
2019-09-13 06:54,https://gainesville.craigslist.org/hsh/d/gainesville-flatware-cutlery-party/6977618307.html,"Flatware, Cutlery Party Supplies",$40,"https://images.craigslist.org/00s0s_fkFCiNiVpv7_600x450.jpg,https://images.craigslist.org/00V0V_8l6MTL4MgTl_600x450.jpg","
        ,
Large grey cutlery bin with flatware for a large crowd.  Includes 67 forks, 36 knives, 30 spoons and 6 large serving utensils.  Great for party, picnic or family event and reusable for less than the cost of many plastic sets.    ", (NW Gainesville)
2019-09-13 06:55,https://gainesville.craigslist.org/tls/d/gainesville-milwaukee-12v-impact-driver/6964785405.html,Milwaukee 12V Impact Driver-bare tool,$40,,"
        ,
Used-Milwaukee M12 12volt Impact Driver-bare tool. No battery or charger.  Essential tool for the Milwaukee 12volt tool line. Many uses-homeowner, contractor, automotive. Call  ,
. I wont answer emails due to spammers/scammers. Cash only    ", (gainesville)
2019-09-13 06:55,https://gainesville.craigslist.org/tls/d/gainesville-new-dewalt-20v-xr/6964785466.html,NEW-DeWalt 20V XR Hammerdrill-bare tool,$110,"https://images.craigslist.org/00l0l_i5BKbs0aBLZ_600x450.jpg,https://images.craigslist.org/00X0X_lkeO3jKFrbD_600x450.jpg","
        ,
NEW-DeWalt 20V XR Compact Brushless Hammer drill-Bare tool. No battery or charger included. Great tool for the professional or homeowner. call  ,
. I wont answer emails due to spammers/scammers. Cash only    ", (gainesville)
2019-09-13 06:53,https://gainesville.craigslist.org/art/d/gainesville-wedding-decor-32-ivory/6977618145.html,"Wedding decor - 32"" Ivory parasols",$4,"https://images.craigslist.org/00x0x_bESF86zvQR5_600x450.jpg,https://images.craigslist.org/00303_1IxRHiX6q3g_600x450.jpg,https://images.craigslist.org/00O0O_92OHi7coPEL_600x450.jpg","
        ,
12 beautiful ivory parasols 32"" diameter new.  Used for outdoor garden wedding in case sun was too much for guests.  Gave some to children who attended and used some in wedding pictures, but these were never even opened. Could also be used for decorating.  $ 4 each or all 12 parasols for $ 40.    ", (NW Gainesville)
2019-09-13 06:56,https://gainesville.craigslist.org/tls/d/gainesville-skil-router-table/6966310499.html,SKIL Router table,$75,"https://images.craigslist.org/00Y0Y_bCqsHG7BOgR_600x450.jpg,https://images.craigslist.org/00V0V_jMw3RNCB2hM_600x450.jpg,https://images.craigslist.org/00i0i_beHc9art3SA_600x450.jpg,https://images.craigslist.org/00r0r_545n4j0b5ah_600x450.jpg","
        ,
SKIL Router table-New condition. High grade portable table with adjustable fence, feather boards. Includes innovative removable router base to add/remove the router in seconds. T tracks on fence and table accept universal guides and accessories. Plug in Safety switch for router and additional outlet for shopvac. Built-in dust collection port on fence. Includes 3 inserts for different size/oversized bits.  call  ,
. I wont answer emails due to spammers/scammers    ", (Gainesville)
2019-09-13 06:56,https://gainesville.craigslist.org/tls/d/gainesville-bosch-18volt-brushless/6964785522.html,Bosch 18Volt Brushless Drill/driver kit,$60,,"
        ,
Bosch 18 volt Brushless drill/driver with (1) one lithium ion battery, charger and zippered case. excellent condition, call  ,
. I wont answer emails due to spammers/scammers. Cash only    ", (gainesville)
2019-09-13 06:56,https://gainesville.craigslist.org/tls/d/gainesville-new-dewalt-circular-recip/6964785584.html,NEW-DeWalt Circular/Recip Saw Kit w/ Toughcase Box,$185,"https://images.craigslist.org/01010_i25mwvpwttL_600x450.jpg,https://images.craigslist.org/01717_9eYOQEm66SK_600x450.jpg,https://images.craigslist.org/00f0f_4TFqiiC1RZw_600x450.jpg,https://images.craigslist.org/00p0p_5dsknMZcLtK_600x450.jpg,https://images.craigslist.org/00H0H_gFQLDTRr74B_600x450.jpg","
        ,
NEW-DeWalt 20 volt kit with (1) lithium ion battery, charger and circular saw w/blade and recip saw. Includes DeWalt Toughcase DS 300 hardcase/stack system box. All new/never used. call  ,
. I wont answer emails due to spammers/scammers. CASH only.    ", (gainesville)
2019-09-13 06:57,https://gainesville.craigslist.org/tls/d/gainesville-new-10-piece-jigsaw-blades/6964785653.html,NEW-10 piece Jigsaw Blades w/ case,$12,"https://images.craigslist.org/00k0k_jdraTZ1tbkr_600x450.jpg,https://images.craigslist.org/00n0n_4FTRhMLFqLu_600x450.jpg","
        ,
NEW-10 Piece Jigsaw blades with rugged case. Specialty blades for laminates, tile wood. T shank style. call  ,
. I dont answer emails due to spammers/scammers. CASH only    ", (gainesville)
2019-09-13 06:57,https://gainesville.craigslist.org/spo/d/gainesville-wilson-racket-ball-racket/6977618838.html,Wilson racket ball racket,$5,,"
        ,
Never used Wilson racket for racketball.    ", (NW Gainesville)
2019-09-13 06:57,https://gainesville.craigslist.org/tls/d/gainesville-new-milwaukee-jobsite-fan/6965570522.html,NEW-Milwaukee Jobsite Fan-Bare tool,$80,"https://images.craigslist.org/00Q0Q_ibgSxaAKlhf_600x450.jpg,https://images.craigslist.org/00j0j_53yzK19JCMw_600x450.jpg","
        ,
NEW-Milwaukee Jobsite Fan-Bare tool-no charger or battery. Included AC adapter to plug in or use 18volt Milwaukee lithium ion battery. Great for work, camping, power outages. versatile and compact. super quiet. call  ,
. I wont answer emails due to spammers/scammers. Cash only.    ", (gainesville)
2019-09-13 06:58,https://gainesville.craigslist.org/grd/d/penney-farms-wanted-parmak-solar-fence/6977618970.html,Wanted Parmak solar fence charger,$1,,"
        ,
Looking to buy another Parmak 12v solar fence charger. Might even buy broken units. Bears and Bees don't mix.    ", (Penny Farms)
2019-09-13 06:58,https://gainesville.craigslist.org/tls/d/gainesville-new-dewalt-jobsite-fan/6965570637.html,NEW-DeWalt Jobsite Fan w/ Battery/charger,$150,"https://images.craigslist.org/00l0l_h5mhOECosdZ_600x450.jpg,https://images.craigslist.org/00k0k_1ZcMcd5RYzu_600x450.jpg","
        ,
NEW-DeWalt Jobsite fan with 20V Lithium Ion Battery and charger. Great tool add on, jobsite, camping, power outages-super quiet and versatile. call  ,
. I wont answer emails due to spammers/scammers. Cash only    ", (gainesville)
2019-09-13 06:59,https://gainesville.craigslist.org/mat/d/gainesville-lighting-and-ceiling-fans/6977618632.html,Lighting and ceiling fans package,$65,"https://images.craigslist.org/00d0d_5bKhqC4sooz_600x450.jpg,https://images.craigslist.org/01616_6kki4I08AMU_600x450.jpg,https://images.craigslist.org/00H0H_3DeH1Q2mM6t_600x450.jpg,https://images.craigslist.org/00d0d_5bKhqC4sooz_600x450.jpg","
        ,
Two 52 inch ceiling fans with lights and two pendant style light fixtures for sale as a package for $ 75.  The ceiling fans have a drop rod and can be hung on sloped ceilings as well as flat.    ", (NW Gainesville)
2019-09-13 07:06,https://gainesville.craigslist.org/ele/d/tone-generatorid-wires/6977620727.html,"TONE GENERATOR,ID WIRES",$10,,"
        ,
TRACE LEADS BY PUTTING TONE ON ONE END.CAN ALSO VERIFY CONTINUITY OF LEADS.TAKES 9 VOLT BATTERY.CAN MEET IN GAINESVILLE ON NEXT TRIP OVER.PLEASE CALL  ,
.HAVE OTHER ITEMS FOR SALE DUE TO MOVE,TYPE ID=123456 IN SEARCH BOX AND HIT ENTER.ALL ITEMS ARE AVAILABLE.I REMOVE WHEN SOLD,
    ", (CROSS CITY)
2019-09-13 07:07,https://gainesville.craigslist.org/for/d/cross-city-nutsboltsmischd-cart/6977620963.html,"NUTS,BOLTS,MISC,HD CART",$100,"https://images.craigslist.org/00x0x_kWxdCyxsEVu_600x450.jpg,https://images.craigslist.org/00E0E_7cb0Xdp0aA7_600x450.jpg","
        ,
IF YOU HAVE MADE A TRIP TO THE HARDWARE STORE LATELY THAN YOU KNOW THIS IS A GOOD DEAL.INCLUDES HD CART.PLEASE CALL  ,
 OTHER ITEMS,TYPE ID=123456 IN THE SEARCH BOX AND HIT ENTER.ALL ITEMS ARE AVAILABLE.I REMOVE WHEN SOLD    ", (CROSS CITY)
2019-09-13 07:08,https://gainesville.craigslist.org/hsh/d/cross-city-unique-lamp-with-shade/6977621040.html,UNIQUE LAMP WITH SHADE,$35,,"
        ,
UNIQUE LAMP.BOUGHT NEW LIKE NEW.INCLUDES SHADE.CAN BRING TO GAINESVILLE ON NEXT TRIP OVER.OTHER ITEMS DUE TO MOVE.TYPE 1D=12456 IN THE SEARCH BOX AND HIT ENTER TO SEE ITEMS.PLEASE CALL  ,
.ALL ITEMS ARE AVAILABLE.I REMOVE WHEN SOLD    ", (CROSS CITY)
2019-09-13 07:09,https://gainesville.craigslist.org/hsh/d/icemaker-water-line-hook-up-coppper/6977621267.html,ICEMAKER WATER LINE HOOK UP COPPPER TUBING WITH FITTINGS,$5,,"
        ,
HOOK UP YOUR ICEMAKER.PLENTY OF SLACK TO PULL THE FRIDGE OUT.CAN BRING TO GAINESVILLE ON NEXT TRIP OVER.PLEASE CALL  ,
. OTHER ITEMS TYPE  ID=123456 IN THE SEARCH BOX AND HIT ENTER.ALL ITEMS ARE AVAILABLE.I REMOVE WHEN SOLD    ", (CROSS CITY)
2019-09-13 07:15,https://gainesville.craigslist.org/art/d/live-oak-sears-6lb-rotary-lapidary/6974609364.html,Sears 6LB. Rotary Lapidary Tumbler,$125,"https://images.craigslist.org/00i0i_2AoMgEdhPwU_600x450.jpg,https://images.craigslist.org/00K0K_gLLmamBV6Io_600x450.jpg","
        ,
Sears "" Craftsman "" 6 pound Rotary Tumbler for Polishing of Lapidary ( Rock & Stone ) Materials. Unit is in Good Working Condition, Needs nothing, Looking for a New Home.,
 Phone Calls are Best, for E-mails put "" BUICK "" in the Subject for Response Due to Spam. NO TEXTING !!!    ","
        ("
2019-09-13 07:22,https://gainesville.craigslist.org/art/d/newberry-wall-plaque/6977624230.html,Wall plaque,$10,"https://images.craigslist.org/01717_axTZIUtXwmD_600x450.jpg,https://images.craigslist.org/00O0O_lFPHYu2o3Wb_600x450.jpg,https://images.craigslist.org/00M0M_fHq8Ei4ZaY5_600x450.jpg","
        ,
Hand made sweet saying look at picks... Hangs on wall    ","
        ("
2019-09-13 07:09,https://gainesville.craigslist.org/pts/d/cross-city-gm-air-conditioning-cut-on/6977621404.html,GM AIR CONDITIONING CUT ON/OFF SWITCH,$10,,"
        ,
BOUGHT NEW,NEVER USED.BOUGHT FOR 2004 SILVERADO.MANY OTHER APPLICATIONS ON GM.CAN BRING TO GAINESVILLE ON NEXT RIP OVER.HAVE OTHER ITEMS FOR SALE DUE TO MOVE.TYPE ID=123456 IN THW SEARCH BOX AND HIT ENTER.PLEASE CALL  ,
.ALL ITEMS ARE AVAILABLE.I REMOVE WHEN SOLD    ", (Cross City)
2019-09-13 07:14,https://gainesville.craigslist.org/art/d/live-oak-raytech-10-in-lapidary-slab-saw/6974609262.html,Raytech 10 In. Lapidary Slab Saw,$575,"https://images.craigslist.org/00z0z_P1Q9fr3x4X_600x450.jpg,https://images.craigslist.org/00F0F_77IrI4URHfc_600x450.jpg","
        ,
Raytech 10 Inch Slab Saw, has a 1/4 hp motor and also has Power Feed for Rock Slabing. Vice will swing out of the way for use as a Trim saw. Everything works as it should. Saw Does Not have a Plastic Hood, but Raytech Does have Replacement Hoods that fit this ( L10-S ) Saw for $125.00. Saw has an MK blade that has a generous ,
amount of Diamond cutting surface that will last quite some time.,
 Phone calls are best or for E-mail put "" BUICK "" in the Subject line for Response due to Spam. NO TEXTING !!!    ", (North Florida)
2019-09-13 07:21,https://gainesville.craigslist.org/fuo/d/newberry-tempered-glass-tv-stand/6977624068.html,Tempered Glass TV Stand,$130,"https://images.craigslist.org/00L0L_1Q8zCpzQW5H_600x450.jpg,https://images.craigslist.org/00202_aLPqXG3uQAQ_600x450.jpg,https://images.craigslist.org/00p0p_8LZswe9a3zp_600x450.jpg,https://images.craigslist.org/00000_c4VAyYTJ0zX_600x450.jpg,https://images.craigslist.org/00w0w_faParbNfnvV_600x450.jpg,https://images.craigslist.org/00U0U_9A7PA9GIrjV_600x450.jpg,https://images.craigslist.org/00R0R_hZ8JTrcAYFy_600x450.jpg,https://images.craigslist.org/00f0f_5vJnMLRxsOV_600x450.jpg,https://images.craigslist.org/00Z0Z_2Vu7eemgJsl_600x450.jpg,https://images.craigslist.org/00X0X_2ju86rq5tMQ_600x450.jpg,https://images.craigslist.org/00B0B_6QsNOFmjuU_600x450.jpg","
        ,
Very heavy duty tempered glass TV stand... No scratches or any damage looks brand new... Holds at least a 70in tv... Measures 55''L X 2'L X 22.5""H... Cash only... Must pick up and it is heavy... Paid way over 300...    ","
        ("
2019-09-13 07:23,https://gainesville.craigslist.org/rvs/d/ocala-rv-for-sale-2009-bighorn/6970288264.html,RV for sale: 2009 Bighorn,$19000,"https://images.craigslist.org/00v0v_5IOZ4uOR5vB_600x450.jpg,https://images.craigslist.org/00D0D_fdkSJjV2Yg2_600x450.jpg,https://images.craigslist.org/00202_17skTpO2xxh_600x450.jpg,https://images.craigslist.org/00j0j_fgpGlLWrC0U_600x450.jpg,https://images.craigslist.org/00F0F_kskfvnREv0T_600x450.jpg,https://images.craigslist.org/00C0C_5bhYHj3JZiF_600x450.jpg,https://images.craigslist.org/00L0L_jkTtokF9BTJ_600x450.jpg,https://images.craigslist.org/00808_2cqgKXD67ba_600x450.jpg","
        ,
No more wondering if hotel rooms are clean!  Travel in style with this 2009 Bighorn RV with 3 Slides that is in excellent condition!  You can enjoy 2 flat screen TV's, a King-size bed, all wood cabinets, built-in vacuum, granite counter tops in this all electric RV.  Don't search for a laundry mat while traveling because this RV also includes hook-up for washer and dryer.  Why buy new when you can purchase this gently used home away from home at such an amazing price!  obo    "," (Ocala, FL)"
